,Unnamed: 0,District,Mandal,Village,Latitude,Longitude,SoilType,pH,EC,OC,P,K,Ca,Mg,S,Zn,B,Fe,Cu,Mn,Crop,ndvi,arvi,evi,gci
1236,1450,Kadapa,Porumamilla,Repalle (Ganugapenta),14.86,79.05,Red,9.89,1.57,0.17,11.51,79,1239,81,87.34,0.3,1.93,12.29,1.44,12.97,Paddy,0.028099331690004895,0.021082890878782505,0.1771494032528925,0.08229831044516334
1237,1451,Kadapa,Porumamilla,Repalle (Ganugapenta),14.87,79.05,Red,8.62,0.18,0.28,5.1,63,1470,235,4.05,0.23,1.05,5.38,0.68,7.57,Cotton,0.028430203683552598,0.022483902531099796,0.18597999343448057,0.08123783576880639
1238,1452,Kadapa,Porumamilla,Venkata Ramapuram,14.88,79.05,Sandy,8.41,0.62,0.5,19.88,210,2150,291,56.26,1.24,1.07,29.82,2.14,11.58,Paddy,0.02950456686564903,0.0230141365709469,0.19247458542056384,0.08190196089718738
1239,1453,Kadapa,Porumamilla,Venkata Ramapuram,14.88,79.05,Black,8.35,0.24,0.52,19.41,126,1977,410,7.41,1.0,1.3,9.98,1.41,21.73,Paddy,0.02950456686564903,0.0230141365709469,0.19247458542056384,0.08190196089718738
1240,1454,Kadapa,Porumamilla,Venkata Ramapuram,14.88,79.05,Black,8.31,0.33,0.55,22.69,139,2245,444,16.32,0.79,1.24,9.47,1.64,19.82,Paddy,0.02950456686564903,0.0230141365709469,0.19247458542056384,0.08190196089718738
1241,1455,Kadapa,Porumamilla,Venkata Ramapuram,14.88,79.05,Black,8.16,0.17,0.34,4.5,162,2060,502,10.11,0.29,0.89,14.92,1.77,10.8,Paddy,0.02950456686564903,0.0230141365709469,0.19247458542056384,0.08190196089718738
1242,1456,Kadapa,Porumamilla,Venkata Ramapuram,14.89,79.06,Black,8.4,0.34,0.32,6.43,139,2124,514,17.07,0.35,1.01,12.62,1.47,10.07,Paddy,0.027251020960299775,0.02148320085374673,0.1814065882218996,0.07944047644789531
1243,1457,Kadapa,Porumamilla,Venkata Ramapuram,14.88,79.05,Black,7.84,0.35,0.49,14.67,137,2260,351,17.74,0.65,1.03,19.11,2.31,28.44,Paddy,0.02950456686564903,0.0230141365709469,0.19247458542056384,0.08190196089718738
1244,1458,Kadapa,Porumamilla,Venkata Ramapuram,14.89,79.06,Black,8.41,0.41,0.44,11.05,116,3063,442,7.27,0.56,1.55,10.96,1.42,10.14,Paddy,0.027251020960299775,0.02148320085374673,0.1814065882218996,0.07944047644789531
1245,1459,Kadapa,Porumamilla,Venkata Ramapuram,14.89,79.06,Black,8.27,0.6,0.38,8.12,88,2827,331,8.56,0.41,1.43,8.41,1.18,11.97,Paddy,0.027251020960299775,0.02148320085374673,0.1814065882218996,0.07944047644789531
1246,1460,Kadapa,Porumamilla,Venkata Ramapuram,14.88,79.05,Black,8.8,0.64,0.38,12.53,106,2543,466,21.51,0.41,1.44,19.06,2.19,14.88,Paddy,0.02950456686564903,0.0230141365709469,0.19247458542056384,0.08190196089718738
1247,1461,Kadapa,Porumamilla,Venkata Ramapuram,14.89,79.06,Black,8.48,0.49,0.12,2.27,77,1843,166,18.22,0.2,0.43,3.24,0.41,8.39,Paddy,0.027251020960299775,0.02148320085374673,0.1814065882218996,0.07944047644789531
1248,1462,Kadapa,Sambepalli,Chinnabidiki (Settipalli),13.94,78.82,Red,8.18,0.07,0.27,5.44,72,804,290,1.12,0.31,0.32,3.18,0.7,7.05,Groundnut,0.13365550912199334,0.05691964408632152,0.2359369747606359,0.39750516036257943
1249,1463,Kadapa,Sambepalli,Chinnabidiki (Settipalli),13.94,78.82,Red,7.89,0.08,0.47,20.76,114,598,204,2.53,0.86,0.37,3.77,0.41,5.28,Groundnut,0.13365550912199334,0.05691964408632152,0.2359369747606359,0.39750516036257943
1250,1464,Kadapa,Sambepalli,Chinnabidiki (Settipalli),13.94,78.82,Red,7.16,0.08,0.38,10.73,181,574,209,2.48,1.85,0.25,5.42,0.71,5.18,Groundnut,0.13365550912199334,0.05691964408632152,0.2359369747606359,0.39750516036257943
1251,1465,Kadapa,Sambepalli,Chinnabidiki (Settipalli),13.94,78.82,Red,5.15,0.13,0.32,17.27,185,286,97,5.47,1.11,0.16,28.29,1.25,15.15,Groundnut,0.13365550912199334,0.05691964408632152,0.2359369747606359,0.39750516036257943
1252,1466,Kadapa,Sambepalli,Chinnabidiki (Settipalli),13.94,78.84,Red,8.16,0.1,0.69,11.97,134,1825,504,4.41,0.26,0.86,10.23,1.31,1.56,Groundnut,0.13683360998549782,0.0644651503424489,0.2521493228243018,0.41882928362368266
1253,1467,Kadapa,Sambepalli,Chinnabidiki (Settipalli),13.93,78.82,Red,6.55,0.07,0.39,13.73,129,511,199,2.49,0.66,0.24,7.94,0.31,6.1,Groundnut,0.11154401521388212,0.052546220164533086,0.2636683613715895,0.3315687550219839
1254,1468,Kadapa,Sambepalli,Chinnabidiki (Settipalli),13.92,78.82,Red,6.6,0.07,0.22,10.64,110,294,96,2.83,1.01,0.08,9.24,0.68,5.88,Groundnut,0.16188845038126476,0.07773730876227132,0.2640126152483712,0.5069359272177167
1255,1469,Kadapa,Sambepalli,Chinnabidiki (Settipalli),13.92,78.82,Red,6.2,0.04,0.25,6.42,61,326,107,1.59,0.86,0.13,7.47,0.37,5.09,Groundnut,0.16188845038126476,0.07773730876227132,0.2640126152483712,0.5069359272177167
1256,1470,Kadapa,Sambepalli,Chinnabidiki (Settipalli),13.93,78.82,Red,6.42,0.06,0.35,3.07,67,827,494,2.89,0.32,0.21,9.28,0.99,9.93,Groundnut,0.11154401521388212,0.052546220164533086,0.2636683613715895,0.3315687550219839
1257,1471,Kadapa,Sambepalli,Chinnabidiki (Settipalli),13.93,78.82,Red,6.98,0.06,0.55,4.34,69,663,268,3.47,0.33,0.68,20.1,0.56,8.25,Groundnut,0.11154401521388212,0.052546220164533086,0.2636683613715895,0.3315687550219839
1258,1472,Kadapa,Sambepalli,Chinnabidiki (Settipalli),13.93,78.82,Red,6.07,0.04,0.35,3.84,66,432,181,2.15,0.31,0.23,22.99,0.62,11.72,Groundnut,0.11154401521388212,0.052546220164533086,0.2636683613715895,0.3315687550219839
1259,1473,Kadapa,Sambepalli,Chinnabidiki (Settipalli),13.92,78.82,Red,8.45,0.12,0.48,13.34,165,1164,444,2.22,0.57,0.16,2.67,0.92,3.72,Groundnut,0.16188845038126476,0.07773730876227132,0.2640126152483712,0.5069359272177167
1260,1474,Kadapa,Sambepalli,Chinnabidiki (Settipalli),13.94,78.84,Red,8.35,0.15,0.65,29.19,68,1799,562,4.08,0.64,0.83,4.93,1.17,6.82,Groundnut,0.13683360998549782,0.0644651503424489,0.2521493228243018,0.41882928362368266
1261,1475,Kadapa,Sambepalli,Chinnabidiki (Settipalli),13.94,78.82,Red,6.53,0.08,0.15,5.7,49,367,132,2.67,0.37,0.23,8.77,0.68,9.94,Groundnut,0.13365550912199334,0.05691964408632152,0.2359369747606359,0.39750516036257943
1262,1476,Kadapa,Sambepalli,Chinnajangampalli (Settipalli),14.57,79.37,Red,9.68,1.12,0.42,8.32,177,2517,308,43.70,0.61,3.29,8.51,1.38,21.28,Groundnut,0.022139747668350723,0.018985349281695013,0.18558843393145014,0.06616235526163727
1263,1477,Kadapa,Sambepalli,Chinnajangampalli (Settipalli),14.57,79.37,Red,6.5,0.04,0.06,5.04,27,310,122,2.06,0.28,0.04,10.6,0.79,7.8,Redgram,0.022139747668350723,0.018985349281695013,0.18558843393145014,0.06616235526163727
1264,1478,Kadapa,Sambepalli,Chinnajangampalli (Settipalli),14.57,79.39,Red,8.39,0.1,0.07,3.54,22,745,164,1.1,0.11,0.08,3.36,0.39,1.59,Groundnut,0.020724358873643208,0.01754731503729956,0.1712030269802906,0.06655111059404395
1265,1479,Kadapa,Sambepalli,Chinnajangampalli (Settipalli),14.57,79.39,Red,5.58,0.03,0.09,1.42,18,224,80,1.19,0.1,0.15,7.43,0.42,3.5,Groundnut,0.020724358873643208,0.01754731503729956,0.1712030269802906,0.06655111059404395
1266,1480,Kadapa,Sambepalli,Chinnajangampalli (Settipalli),14.58,79.39,Red,8.37,0.1,0.14,4.85,84,1518,176,0.73,0.18,0.21,3.23,0.44,3.92,Groundnut,0.02208721238795388,0.01844557807815102,0.20605322472717483,0.07069687955560267
1267,1481,Kadapa,Sambepalli,Chinnajangampalli (Settipalli),14.58,79.39,Red,8.35,0.1,0.18,7.74,49,1342,189,1.02,0.27,0.14,3.56,0.9,3.71,Groundnut,0.02208721238795388,0.01844557807815102,0.20605322472717483,0.07069687955560267
1268,1482,Kadapa,Sambepalli,Chinnajangampalli (Settipalli),14.57,79.39,Red,8.4,0.1,0.16,9.11,51,1669,264,1.35,0.17,0.21,3.77,0.54,2.72,Groundnut,0.020724358873643208,0.01754731503729956,0.1712030269802906,0.06655111059404395
1269,1483,Kadapa,Sambepalli,Chinnajangampalli (Settipalli),14.58,79.38,Red,7.25,0.05,0.24,8.06,41,717,226,1.36,0.22,0.22,5.71,0.5,4.55,Groundnut,0.019881810334257215,0.016226870223255977,0.1725132850593949,0.06400969473022577
1270,1484,Kadapa,Sambepalli,Chinnajangampalli (Settipalli),14.58,79.39,Red,8.25,0.05,0.02,7.76,18,232,109,1.1,0.34,0.14,3.75,0.35,3.29,Groundnut,0.02208721238795388,0.01844557807815102,0.20605322472717483,0.07069687955560267
1271,1485,Kadapa,Sambepalli,Chinnajangampalli (Settipalli),14.59,79.39,Red,6.32,0.09,0.31,8.39,104,392,160,2.35,0.63,0.26,11.04,0.57,10.46,Groundnut,0.022587916492339533,0.01869483457074125,0.20888761201132972,0.07206473821718906
1272,1486,Kadapa,Sambepalli,Chinnajangampalli (Settipalli),14.58,79.38,Red,7.95,0.06,0.13,4.45,52,572,110,0.82,0.17,0.13,2.9,0.43,3.77,Groundnut,0.019881810334257215,0.016226870223255977,0.1725132850593949,0.06400969473022577
1273,1487,Kadapa,Sambepalli,Chinnajangampalli (Settipalli),14.57,79.37,Red,6.05,0.05,0.09,6.79,32,181,75,1.95,0.34,0.03,7.21,0.33,6.19,Groundnut,0.022139747668350723,0.018985349281695013,0.18558843393145014,0.06616235526163727
1274,1488,Kadapa,Sambepalli,Chinnajangampalli (Settipalli),14.57,79.37,Red,5.58,0.03,0.13,4.85,29,312,93,2.34,0.24,0.13,15.07,0.59,8.03,Groundnut,0.022139747668350723,0.018985349281695013,0.18558843393145014,0.06616235526163727
1275,1489,Kadapa,Sambepalli,Chinnajangampalli (Settipalli),14.6,79.38,Red,7.29,0.09,0.72,18.32,227,783,208,3.36,0.62,0.68,3.92,0.44,4.84,Groundnut,0.021226607162651536,0.01576214961467166,0.1878417170620172,0.0690689561096105
1276,1490,Kadapa,Sambepalli,Chinnajangampalli (Settipalli),14.58,79.37,Red,7.86,0.06,0.34,13.21,97,1312,208,2.14,0.32,0.37,4.07,0.47,4.09,Redgram,0.02097580274172253,0.01696340059214821,0.1813071092807145,0.06517201294940644
1277,1491,Kadapa,Sambepalli,Chinnajangampalli (Settipalli),14.58,79.39,Red,5.6,0.03,0.14,19.73,29,248,47,1.41,0.33,0.08,14.59,0.38,4.15,Groundnut,0.02208721238795388,0.01844557807815102,0.20605322472717483,0.07069687955560267
1278,1492,Kadapa,Sambepalli,Chinnajangampalli (Settipalli),14.59,79.37,Red,7.6,0.06,0.31,13.56,72,707,262,1.28,0.48,0.26,4.29,0.44,6.13,Redgram,0.021627470631397906,0.016901895941447087,0.20137795037966225,0.06842104881562538
1279,1493,Kadapa,Sambepalli,Chinnajangampalli (Settipalli),14.6,79.39,Red,5.95,0.05,0.31,5.78,74,366,121,1.6,0.55,0.13,10.49,0.46,8.88,Groundnut,0.022432344286396858,0.018626527426984233,0.19639937381871514,0.0705349363517156
1280,1494,Kadapa,Sambepalli,Chinnajangampalli (Settipalli),14.58,79.39,Red,5.66,0.04,0.18,4.89,56,271,99,1.7,0.33,0.11,15.13,0.48,10.66,Redgram,0.02208721238795388,0.01844557807815102,0.20605322472717483,0.07069687955560267
1281,1495,Kadapa,Sambepalli,Chinnajangampalli (Settipalli),14.58,79.37,Red,6.75,0.1,0.4,11.81,175,687,210,4.1,0.4,0.2,5.86,0.58,7.59,Groundnut,0.02097580274172253,0.01696340059214821,0.1813071092807145,0.06517201294940644
1282,1496,Kadapa,Sambepalli,Chinnajangampalli (Settipalli),14.59,79.38,Red,7.75,0.09,0.37,9.38,80,1015,340,2.4,0.96,0.35,4.46,0.56,5.03,Groundnut,0.021828368645659416,0.01612268918268326,0.18956423282496332,0.0691884224702981
1283,1497,Kadapa,Sambepalli,Chinnajangampalli (Settipalli),14.59,79.38,Red,7.02,0.08,0.33,14.47,140,379,139,2.81,1.02,0.26,6.79,0.43,6.03,Groundnut,0.021828368645659416,0.01612268918268326,0.18956423282496332,0.0691884224702981
1284,1498,Kadapa,Sambepalli,Chinnajangampalli (Settipalli),14.59,79.37,Red,6.9,0.05,0.27,3.79,73,798,178,2.27,0.25,0.28,4.7,0.59,6.33,Groundnut,0.021627470631397906,0.016901895941447087,0.20137795037966225,0.06842104881562538
1285,1499,Kadapa,Sambepalli,Chinnajangampalli (Settipalli),14.58,79.38,Red,6.86,0.02,0.2,3.19,36,575,173,0.79,0.21,0.14,6.44,0.53,6.43,Groundnut,0.019881810334257215,0.016226870223255977,0.1725132850593949,0.06400969473022577
1286,1500,Kadapa,Sambepalli,Chinnajangampalli (Settipalli),14.6,79.39,Red,7.9,0.06,0.11,12.17,31,508,159,1.33,0.3,0.24,3.71,0.47,2.04,Groundnut,0.022432344286396858,0.018626527426984233,0.19639937381871514,0.0705349363517156
1287,1501,Kadapa,Sambepalli,Gandlapadu (Settipalli),14.58,79.37,Red,8.03,0.64,0.78,36.1,193,2793,319,46.09,0.96,1.94,24.08,1.91,16.36,Tomato,0.02097580274172253,0.01696340059214821,0.1813071092807145,0.06517201294940644
1288,1502,Kadapa,Sambepalli,Gandlapadu (Settipalli),14.59,79.36,Red,8.32,1.03,0.92,38.8,263,2580,394,88.70,1.01,3.23,27.8,2.4,18.48,Groundnut,0.021537269123615754,0.017616259208927874,0.20021922672742365,0.07006850669751352
1289,1503,Kadapa,Sambepalli,Gandlapadu (Settipalli),14.57,79.37,Red,8.0,0.83,1.03,49.74,426,2883,413,61.80,1.28,2.33,21.78,1.9,17.8,Tomato,0.022139747668350723,0.018985349281695013,0.18558843393145014,0.06616235526163727
1290,1504,Kadapa,Sambepalli,Gandlapadu (Settipalli),14.59,79.36,Red,8.15,0.71,0.69,22.07,228,2906,384,73.38,0.9,1.65,17.8,1.99,26.41,Groundnut,0.021537269123615754,0.017616259208927874,0.20021922672742365,0.07006850669751352
1291,1505,Kadapa,Sambepalli,Gandlapadu (Settipalli),14.58,79.36,Red,8.01,0.63,0.90,16.39,279,2554,479,39.40,0.71,1.67,16.36,1.46,20.98,Groundnut,0.021169885247314547,0.01653604709012253,0.18689724537391625,0.0688807350916174
1292,1506,Kadapa,Sambepalli,Gandlapadu (Settipalli),14.59,79.37,Red,8.12,0.43,0.29,15.69,192,2468,299,13.12,0.77,1.76,6.46,0.97,15.56,Groundnut,0.021627470631397906,0.016901895941447087,0.20137795037966225,0.06842104881562538
1293,1507,Kadapa,Sambepalli,Gandlapadu (Settipalli),14.59,79.36,Red,8.73,0.35,0.31,5.6,76,2005,307,10.93,0.83,1.42,25.54,1.33,28.39,Light Black,0.021537269123615754,0.017616259208927874,0.20021922672742365,0.07006850669751352
1294,1508,Kadapa,Sambepalli,Gandlapadu (Settipalli),14.59,79.35,Red,8.83,0.41,0.19,3.09,137,2833,659,40.16,0.47,1.39,8.6,1.3,14.57,Groundnut,0.0217137183628094,0.017436267093938473,0.19544447991587496,0.07080255777621591
1295,1509,Kadapa,Sambepalli,Gandlapadu (Settipalli),14.55,79.36,Red,8.85,0.47,0.40,11.83,105,2302,426,33.05,1.13,1.73,58.19,1.84,30.1,Groundnut,0.02267581499897398,0.018746463409193042,0.20015304190025063,0.06988297254789488
1296,1510,Kadapa,Sambepalli,Gandlapadu (Settipalli),14.58,79.36,Red,8.52,0.41,0.59,18.13,142,2648,380,25.99,0.75,1.55,25.97,1.93,18.49,Tomato,0.021169885247314547,0.01653604709012253,0.18689724537391625,0.0688807350916174
1297,1511,Kadapa,Sambepalli,Guttapalli,13.88,78.79,Red,6.64,0.07,0.24,50.6,101,496,166,2.73,1.86,0.33,10.28,1.08,11.13,Tomato,0.205818230132573,0.09746385284671,0.3084469755621754,0.616720944521044
1298,1512,Kadapa,Sambepalli,Guttapalli,13.86,78.78,Red,6.9,0.07,0.12,30.35,48,736,119,3.14,1.26,0.41,3.42,0.55,5.45,Tomato,0.18699494935041605,0.0784313683086226,0.26398044317364483,0.5821272770404968
1299,1513,Kadapa,Sambepalli,Guttapalli,13.86,78.78,Red,6.88,0.07,0.12,22.61,51,843,131,2.82,0.43,0.36,4.18,0.57,6.4,Groundnut,0.18699494935041605,0.0784313683086226,0.26398044317364483,0.5821272770404968
1300,1514,Kadapa,Sambepalli,Guttapalli,13.88,78.79,Red,6.95,0.07,0.18,29.52,53,874,138,3.68,0.53,0.49,4.38,0.59,7.23,Tomato,0.205818230132573,0.09746385284671,0.3084469755621754,0.616720944521044
1301,1515,Kadapa,Sambepalli,Guttapalli,13.88,78.79,Red,7.3,0.06,0.19,19.3,99,507,130,1.55,0.68,0.31,9.69,0.67,7.03,Groundnut,0.205818230132573,0.09746385284671,0.3084469755621754,0.616720944521044
1302,1516,Kadapa,Sambepalli,Guttapalli,13.89,78.79,Red,6.85,0.05,0.2,26.94,74,735,195,2.24,0.73,0.3,8.58,0.83,6.08,Groundnut,0.1855931573065367,0.08988278905295478,0.2745147897086456,0.5495010953850301
1303,1517,Kadapa,Sambepalli,Guttapalli,13.88,78.79,Red,7.3,0.07,0.37,20.08,87,876,224,2.52,1.12,0.35,4.74,1.19,6.99,Groundnut,0.205818230132573,0.09746385284671,0.3084469755621754,0.616720944521044
1304,1518,Kadapa,Sambepalli,Guttapalli,13.88,78.79,Red,7.45,0.08,0.46,16.93,131,1061,262,4.1,0.64,0.58,2.67,0.76,5.86,Groundnut,0.205818230132573,0.09746385284671,0.3084469755621754,0.616720944521044
1305,1519,Kadapa,Sambepalli,Guttapalli,13.89,78.79,Red,7.78,0.14,0.59,52.25,142,1901,337,7.48,1.22,0.9,3.3,1.2,10.36,Tomato,0.1855931573065367,0.08988278905295478,0.2745147897086456,0.5495010953850301
1306,1520,Kadapa,Sambepalli,Guttapalli,13.88,78.79,Red,5.85,0.03,0.23,13.07,88,418,134,2.01,0.81,0.34,13.09,0.44,9.51,Groundnut,0.205818230132573,0.09746385284671,0.3084469755621754,0.616720944521044
1307,1521,Kadapa,Sambepalli,Guttapalli,13.86,78.78,Red,5.92,0.02,0.21,8.62,107,373,111,1.47,0.57,0.25,13.16,0.64,10.35,Groundnut,0.18699494935041605,0.0784313683086226,0.26398044317364483,0.5821272770404968
1308,1522,Kadapa,Sambepalli,Guttapalli,13.88,78.79,Red,5.6,0.05,0.22,7.06,81,402,124,6.31,0.74,0.21,14.65,0.67,12.11,Tomato,0.205818230132573,0.09746385284671,0.3084469755621754,0.616720944521044
1309,1523,Kadapa,Sambepalli,Guttapalli,13.86,78.78,Red,8.21,0.09,0.27,11.39,89,2751,331,2.36,0.34,0.42,3.93,1.3,5.08,Tomato,0.18699494935041605,0.0784313683086226,0.26398044317364483,0.5821272770404968
1310,1524,Kadapa,Sambepalli,Guttapalli,13.87,78.77,Red,7.02,0.12,0.76,86.82,261,1743,580,7.42,4.17,1.16,41.0,2.93,22.18,Tomato,0.1589022562168655,0.0752262938135913,0.29809703536641075,0.48075722543084387
1311,1525,Kadapa,Sambepalli,Guttapalli,13.88,78.79,Red,7.27,0.09,0.35,34.98,128,585,187,4.35,1.82,0.5,4.09,1.08,7.45,Tomato,0.205818230132573,0.09746385284671,0.3084469755621754,0.616720944521044
1312,1526,Kadapa,Sambepalli,Guttapalli,13.86,78.78,Red,7.36,0.05,0.09,21.0,62,447,159,2.07,0.44,0.22,3.73,0.61,6.89,Tomato,0.18699494935041605,0.0784313683086226,0.26398044317364483,0.5821272770404968
1313,1527,Kadapa,Sambepalli,Guttapalli,13.87,78.77,Red,5.95,0.02,0.15,7.83,69,368,107,1.24,0.41,0.13,10.72,0.57,12.33,Tomato,0.1589022562168655,0.0752262938135913,0.29809703536641075,0.48075722543084387
1314,1528,Kadapa,Sambepalli,Guttapalli,13.89,78.79,Red,6.71,0.05,0.32,23.13,104,1533,366,3.41,0.66,0.45,6.93,1.05,13.46,Tomato,0.1855931573065367,0.08988278905295478,0.2745147897086456,0.5495010953850301
1315,1529,Kadapa,Sambepalli,Guttapalli,13.88,78.79,Red,5.66,0.03,0.28,12.46,116,364,119,2.64,0.78,0.33,18.25,0.61,13.39,Tomato,0.205818230132573,0.09746385284671,0.3084469755621754,0.616720944521044
1316,1530,Kadapa,Sambepalli,Guttapalli,13.86,78.78,Red,8.11,0.1,0.32,17.84,126,1026,261,3.64,1.95,0.52,2.93,1.48,6.65,Tomato,0.18699494935041605,0.0784313683086226,0.26398044317364483,0.5821272770404968
1317,1531,Kadapa,Sambepalli,Kattaguttapalli (Devpatla),14.52,79.24,Black,8.75,0.2,0.59,22.26,188,1859,839,8.4,1.03,1.41,6.57,1.01,1.55,Mango,0.03172023468870403,0.024910435905496207,0.219417689048777,0.08995669736681133
1318,1532,Kadapa,Sambepalli,Kattaguttapalli (Devpatla),14.54,79.26,Red,6.16,0.11,0.21,16.07,69,502,118,6.35,0.54,0.11,11.67,0.53,14.94,Groundnut,0.02791927771537094,0.021664288668339717,0.20253018938928197,0.08133758532325608
1319,1533,Kadapa,Sambepalli,Kattaguttapalli (Devpatla),14.54,79.26,Red,5.62,0.07,0.16,10.81,56,318,98,4.21,0.39,0.39,13.77,0.58,12.16,Groundnut,0.02791927771537094,0.021664288668339717,0.20253018938928197,0.08133758532325608
1320,1534,Kadapa,Sambepalli,Kattaguttapalli (Devpatla),14.54,79.26,Red,5.53,0.06,0.17,11.67,57,303,94,4.73,0.4,0.21,14.13,0.58,12.49,Groundnut,0.02791927771537094,0.021664288668339717,0.20253018938928197,0.08133758532325608
1321,1535,Kadapa,Sambepalli,Kattaguttapalli (Devpatla),14.54,79.26,Red,6.25,0.08,0.2,3.3,66,812,136,4.15,0.26,0.47,7.78,0.65,16.4,Groundnut,0.02791927771537094,0.021664288668339717,0.20253018938928197,0.08133758532325608
1322,1536,Kadapa,Sambepalli,Kattaguttapalli (Devpatla),14.54,79.26,Red,7.65,0.09,0.23,3.48,53,801,236,1.3,0.22,0.29,4.68,0.76,8.84,Groundnut,0.02791927771537094,0.021664288668339717,0.20253018938928197,0.08133758532325608
1323,1537,Kadapa,Sambepalli,Kattaguttapalli (Devpatla),14.54,79.25,Red,6.71,0.11,0.38,54.87,145,509,239,5.76,1.63,0.98,10.14,2.98,10.04,Tomato,0.030923100579068295,0.02341052801555603,0.21515267513205125,0.08816707021666148
1324,1538,Kadapa,Sambepalli,Kattaguttapalli (Devpatla),14.54,79.26,Red,6.23,0.09,0.24,12.63,64,320,93,3.77,0.71,0.32,7.8,0.58,16.75,Groundnut,0.02791927771537094,0.021664288668339717,0.20253018938928197,0.08133758532325608
1325,1539,Kadapa,Sambepalli,Kattaguttapalli (Devpatla),14.52,79.23,Red,8.43,0.15,0.25,49.6,62,564,366,5.04,0.31,0.59,3.49,0.69,3.16,Groundnut,0.036838693516812536,0.026887262722908978,0.21082916811637786,0.09612690919793132
1326,1540,Kadapa,Sambepalli,Kattaguttapalli (Devpatla),14.52,79.24,Black,8.32,0.09,0.52,1.83,103,1893,473,3.45,0.12,0.64,2.18,0.93,2.47,Groundnut,0.03172023468870403,0.024910435905496207,0.219417689048777,0.08995669736681133
1327,1541,Kadapa,Sambepalli,Kattaguttapalli (Devpatla),14.54,79.25,Red,8.07,0.08,0.19,15.37,99,596,242,2.72,0.55,0.78,3.58,0.86,4.73,Groundnut,0.030923100579068295,0.02341052801555603,0.21515267513205125,0.08816707021666148
1328,1542,Kadapa,Sambepalli,Kattaguttapalli (Devpatla),14.53,79.24,Red,8.2,0.1,0.16,18.12,59,1009,241,3.42,0.31,0.35,4.75,0.64,5.33,Groundnut,0.03211399043735596,0.02365508975758017,0.21501384332819617,0.08835476072345338
1329,1543,Kadapa,Sambepalli,Kattaguttapalli (Devpatla),14.54,79.25,Red,5.44,0.15,0.16,15.37,98,309,117,5.9,0.87,0.32,15.13,0.64,10.1,Groundnut,0.030923100579068295,0.02341052801555603,0.21515267513205125,0.08816707021666148
1330,1544,Kadapa,Sambepalli,Kattaguttapalli (Devpatla),14.52,79.26,Red,7.95,0.09,0.26,5.28,59,983,243,2.09,0.19,0.45,2.97,0.63,5.54,Groundnut,0.027635292889579083,0.020593568113855897,0.20655514449478465,0.08030898682106513
1331,1545,Kadapa,Sambepalli,Kattaguttapalli (Devpatla),14.52,79.28,Red,7.11,0.05,0.2,16.27,57,485,102,2.11,0.38,0.27,7.66,0.42,3.14,Groundnut,0.025123718786837678,0.01901586031970115,0.20770120420485144,0.0758901268852259
1332,1546,Kadapa,Sambepalli,Kattaguttapalli (Devpatla),14.52,79.28,Red,7.53,0.08,0.23,1.3,67,275,160,2.65,0.18,0.6,3.15,0.52,6.84,Groundnut,0.025123718786837678,0.01901586031970115,0.20770120420485144,0.0758901268852259
1333,1547,Kadapa,Sambepalli,Kattaguttapalli (Devpatla),14.54,79.25,Red,7.03,0.06,0.22,7.89,50,283,125,2.04,0.4,0.45,5.04,0.68,10.68,Groundnut,0.030923100579068295,0.02341052801555603,0.21515267513205125,0.08816707021666148
1334,1548,Kadapa,Sambepalli,Kattaguttapalli (Devpatla),14.54,79.24,Red,7.68,0.19,0.26,29.66,241,873,183,8.19,0.73,0.55,4.09,0.77,6.54,Groundnut,0.03265738970138549,0.024434627503721166,0.21878076491689707,0.08930445319274405
1335,1549,Kadapa,Sambepalli,Kattaguttapalli (Devpatla),14.54,79.25,Red,6.7,0.05,0.14,17.22,61,508,175,2.23,0.42,0.22,9.84,0.66,7.07,Groundnut,0.030923100579068295,0.02341052801555603,0.21515267513205125,0.08816707021666148
1336,1550,Kadapa,Sambepalli,Kattaguttapalli (Devpatla),14.52,79.27,Red,8.76,0.14,0.16,16.2,84,512,130,5.22,0.76,0.55,2.5,0.39,3.33,Groundnut,0.02673781941697354,0.020422509397875925,0.21620632246615273,0.08148913855238193
1337,1551,Kadapa,Sambepalli,Kattaguttapalli (Devpatla),14.54,79.25,Red,6.12,0.15,0.26,30.15,110,276,100,10.97,1.56,0.33,16.9,0.56,18.87,Groundnut,0.030923100579068295,0.02341052801555603,0.21515267513205125,0.08816707021666148
1338,1552,Kadapa,Sambepalli,Kattaguttapalli (Devpatla),14.54,79.26,Red,7.77,0.6,0.59,27.4,165,2002,352,17.55,0.61,1.13,3.05,0.72,15.12,Groundnut,0.02791927771537094,0.021664288668339717,0.20253018938928197,0.08133758532325608
1339,1553,Kadapa,Sambepalli,Kattaguttapalli (Devpatla),14.52,79.24,Red,7.97,0.09,0.36,14.9,86,700,188,2.46,0.4,0.48,2.04,0.33,4.26,Groundnut,0.03172023468870403,0.024910435905496207,0.219417689048777,0.08995669736681133
1340,1554,Kadapa,Sambepalli,Motukuvandlapalli (Devpatla),14.47,79.24,Red,7.98,0.11,0.48,10.99,149,894,420,5.74,0.67,0.88,5.28,1.02,43.48,Groundnut,0.028103811990091567,0.020237692692407813,0.19554635974034965,0.0808892061082116
